   1 	     2.7586 
   2 	     5.4444 
   3 	     8.3812 
   4 	    11.1962 
   5 	    14.0359 
   6 	    16.7287 
   7 	    19.4668 
   8 	    22.4177 
   9 	    24.9692 
  10 	    27.7001 
  11 	    30.5646 
  12 	    33.3908 
  13 	    36.1853 
  14 	    38.9557 
  15 	    41.7025 
  16 	    44.4762 
  17 	    47.2305 
  18 	    49.9974 
  19 	    52.7173 
  20 	    55.6039 
  21 	    58.2763 
  22 	    61.0299 
  23 	    63.6358 
  24 	    66.2269 
  25 	    69.1553 
