   1 	     2.4883 
   2 	     5.1945 
   3 	     7.9939 
   4 	    10.5557 
   5 	    13.3644 
   6 	    16.4641 
   7 	    18.9433 
   8 	    21.5176 
   9 	    24.5770 
  10 	    27.1626 
  11 	    30.3165 
  12 	    32.9728 
  13 	    35.8573 
  14 	    38.5173 
  15 	    41.4618 
  16 	    43.9764 
  17 	    46.9270 
  18 	    49.4241 
  19 	    52.1356 
  20 	    55.1829 
  21 	    57.9272 
  22 	    60.5517 
  23 	    63.1727 
  24 	    66.0364 
  25 	    68.7267 
