   1 	     2.4104 
   2 	     5.2401 
   3 	     8.0422 
   4 	    10.7840 
   5 	    13.5757 
   6 	    16.3086 
   7 	    19.1276 
   8 	    21.9645 
   9 	    24.6205 
  10 	    27.3551 
  11 	    30.1544 
  12 	    32.8333 
  13 	    35.6072 
  14 	    38.4343 
  15 	    41.2642 
  16 	    44.0482 
  17 	    46.8280 
  18 	    49.5239 
  19 	    52.4706 
  20 	    55.2658 
  21 	    58.0911 
  22 	    60.7494 
  23 	    63.2981 
  24 	    66.3221 
  25 	    68.9134 
