   1 	     2.3642 
   2 	     5.2010 
   3 	     7.9893 
   4 	    10.6769 
   5 	    13.4068 
   6 	    16.2597 
   7 	    19.0280 
   8 	    21.8736 
   9 	    24.4946 
  10 	    27.1475 
  11 	    30.0404 
  12 	    32.9148 
  13 	    35.5956 
  14 	    38.3727 
  15 	    41.1633 
  16 	    43.9151 
  17 	    46.6545 
  18 	    49.4049 
  19 	    52.0696 
  20 	    54.8449 
  21 	    57.6753 
  22 	    60.5403 
  23 	    63.2215 
  24 	    65.8467 
  25 	    68.7386 
